ID,Competitor Name,Sex,Age,Age Grouping,Height,Weight,Nation Code,Year,Sport,Event,Medal
1,A Dijiang,Male,24,18-25,180,80,CHN,1992,Basketball,Basketball Men's Basketball,Not Registered
2,A Lamusi,Male,23,18-25,170,60,CHN,2012,Judo,Judo Men's Extra-Lightweight,Not Registered
3,Gunnar Nielsen Aaby,Male,24,18-25,NULL,NULL,DEN,1920,Football,Football Men's Football,Not Registered
4,Edgar Lindenau Aabye,Male,34,Over 30,NULL,NULL,DEN,1900,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
8,"Cornelia ""Cor"" Aalten (-Strannood)",Female,18,18-25,168,NULL,NED,1932,Athletics,Athletics Women's 100 metres,Not Registered
8,"Cornelia ""Cor"" Aalten (-Strannood)",Female,18,18-25,168,NULL,NED,1932,Athletics,Athletics Women's 4 x 100 metres Relay,Not Registered
10,"Einar Ferdinand ""Einari"" Aalto",Male,26,25-30,NULL,NULL,FIN,1952,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
12,Jyri Tapani Aalto,Male,31,Over 30,172,70,FIN,2000,Badminton,Badminton Men's Singles,Not Registered
13,Minna Maarit Aalto,Female,30,25-30,159,55.5,FIN,1996,Sailing,Sailing Women's Windsurfer,Not Registered
13,Minna Maarit Aalto,Female,34,Over 30,159,55.5,FIN,2000,Sailing,Sailing Women's Windsurfer,Not Registered
15,Arvo Ossian Aaltonen,Male,22,18-25,NULL,NULL,FIN,1912,Swimming,Swimming Men's 200 metres Breaststroke,Not Registered
15,Arvo Ossian Aaltonen,Male,22,18-25,NULL,NULL,FIN,1912,Swimming,Swimming Men's 400 metres Breaststroke,Not Registered
15,Arvo Ossian Aaltonen,Male,30,25-30,NULL,NULL,FIN,1920,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
15,Arvo Ossian Aaltonen,Male,30,25-30,NULL,NULL,FIN,1920,Swimming,Swimming Men's 400 metres Breaststroke,Bronze
15,Arvo Ossian Aaltonen,Male,34,Over 30,NULL,NULL,FIN,1924,Swimming,Swimming Men's 200 metres Breaststroke,Not Registered
17,Paavo Johannes Aaltonen,Male,28,25-30,175,64,FIN,1948,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
17,Paavo Johannes Aaltonen,Male,28,25-30,175,64,FIN,1948,Gymnastics,Gymnastics Men's Team All-Around,Gold
17,Paavo Johannes Aaltonen,Male,28,25-30,175,64,FIN,1948,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
17,Paavo Johannes Aaltonen,Male,28,25-30,175,64,FIN,1948,Gymnastics,Gymnastics Men's Horse Vault,Gold
17,Paavo Johannes Aaltonen,Male,28,25-30,175,64,FIN,1948,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
17,Paavo Johannes Aaltonen,Male,28,25-30,175,64,FIN,1948,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
17,Paavo Johannes Aaltonen,Male,28,25-30,175,64,FIN,1948,Gymnastics,Gymnastics Men's Rings,Not Registered
17,Paavo Johannes Aaltonen,Male,28,25-30,175,64,FIN,1948,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
17,Paavo Johannes Aaltonen,Male,32,Over 30,175,64,FIN,1952,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
17,Paavo Johannes Aaltonen,Male,32,Over 30,175,64,FIN,1952,Gymnastics,Gymnastics Men's Team All-Around,Bronze
17,Paavo Johannes Aaltonen,Male,32,Over 30,175,64,FIN,1952,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
17,Paavo Johannes Aaltonen,Male,32,Over 30,175,64,FIN,1952,Gymnastics,Gymnastics Men's Horse Vault,Not Registered
17,Paavo Johannes Aaltonen,Male,32,Over 30,175,64,FIN,1952,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
17,Paavo Johannes Aaltonen,Male,32,Over 30,175,64,FIN,1952,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
17,Paavo Johannes Aaltonen,Male,32,Over 30,175,64,FIN,1952,Gymnastics,Gymnastics Men's Rings,Not Registered
17,Paavo Johannes Aaltonen,Male,32,Over 30,175,64,FIN,1952,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
18,Timo Antero Aaltonen,Male,31,Over 30,189,130,FIN,2000,Athletics,Athletics Men's Shot Put,Not Registered
19,Win Valdemar Aaltonen,Male,54,Over 30,NULL,NULL,FIN,1948,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",Not Registered
21,Ragnhild Margrethe Aamodt,Female,27,25-30,163,NULL,NOR,2008,Handball,Handball Women's Handball,Gold
22,Andreea Aanei,Female,22,18-25,170,125,ROU,2016,Weightlifting,Weightlifting Women's Super-Heavyweight,Not Registered
23,Fritz Aanes,Male,22,18-25,187,89,NOR,2000,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
23,Fritz Aanes,Male,26,25-30,187,89,NOR,2004,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
25,Alf Lied Aanning,Male,24,18-25,NULL,NULL,NOR,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
27,Johan Aantjes,Male,26,25-30,NULL,NULL,NED,1984,Water Polo,Water Polo Men's Water Polo,Not Registered
28,Jan-Erik Aarberg,Male,43,Over 30,170,77,NOR,1968,Sailing,Sailing Mixed Three Person Keelboat,Not Registered
28,Jan-Erik Aarberg,Male,47,Over 30,170,77,NOR,1972,Sailing,Sailing Mixed Three Person Keelboat,Not Registered
29,Willemien Aardenburg,Female,22,18-25,NULL,NULL,NED,1988,Hockey,Hockey Women's Hockey,Bronze
30,Pepijn Aardewijn,Male,26,25-30,189,72,NED,1996,Rowing,Rowing Men's Lightweight Double Sculls,Silver
30,Pepijn Aardewijn,Male,30,25-30,189,72,NED,2000,Rowing,Rowing Men's Lightweight Double Sculls,Not Registered
31,Evald rma (rman-),Male,24,18-25,174,70,EST,1936,Athletics,Athletics Men's Pole Vault,Not Registered
32,Olav Augunson Aarnes,Male,23,18-25,NULL,NULL,NOR,1912,Athletics,Athletics Men's High Jump,Not Registered
33,Mika Lauri Aarnikka,Male,24,18-25,187,76,FIN,1992,Sailing,Sailing Men's Two Person Dinghy,Not Registered
33,Mika Lauri Aarnikka,Male,28,25-30,187,76,FIN,1996,Sailing,Sailing Men's Two Person Dinghy,Not Registered
34,Jamale (Djamel-) Aarrass (Ahrass-),Male,30,25-30,187,76,FRA,2012,Athletics,"Athletics Men's 1,500 metres",Not Registered
36,Stefan Remco Aartsen,Male,21,18-25,194,78,NED,1996,Swimming,Swimming Men's 100 metres Butterfly,Not Registered
36,Stefan Remco Aartsen,Male,21,18-25,194,78,NED,1996,Swimming,Swimming Men's 200 metres Butterfly,Not Registered
36,Stefan Remco Aartsen,Male,21,18-25,194,78,NED,1996,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Not Registered
36,Stefan Remco Aartsen,Male,25,18-25,194,78,NED,2000,Swimming,Swimming Men's 100 metres Butterfly,Not Registered
36,Stefan Remco Aartsen,Male,25,18-25,194,78,NED,2000,Swimming,Swimming Men's 200 metres Butterfly,Not Registered
37,Ann Kristin Aarnes,Female,23,18-25,182,64,NOR,1996,Football,Football Women's Football,Bronze
38,Karl Jan Aas,Male,20,18-25,NULL,NULL,NOR,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
39,Lars Thorlaksn Aas,Male,33,Over 30,NULL,NULL,NOR,1912,Fencing,"Fencing Men's Foil, Individual",Not Registered
39,Lars Thorlaksn Aas,Male,33,Over 30,NULL,NULL,NOR,1912,Fencing,"Fencing Men's epee, Individual",Not Registered
39,Lars Thorlaksn Aas,Male,33,Over 30,NULL,NULL,NOR,1912,Fencing,"Fencing Men's epee, Team",Not Registered
41,Rolf Aas,Male,28,25-30,NULL,NULL,NOR,1920,Football,Football Men's Football,Not Registered
42,Thomas Valentin Aas,Male,25,18-25,NULL,NULL,NOR,1912,Sailing,Sailing Mixed 8 metres,Gold
43,Morten Gjerdrum Aasen,Male,34,Over 30,185,75,NOR,1992,Equestrianism,"Equestrianism Mixed Jumping, Individual",Not Registered
45,Hakon Aasns,Male,41,Over 30,NULL,NULL,NOR,1936,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Not Registered
46,Hans Aasns,Male,33,Over 30,194,93,NOR,1936,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Not Registered
46,Hans Aasns,Male,45,Over 30,194,93,NOR,1948,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Not Registered
46,Hans Aasns,Male,49,Over 30,194,93,NOR,1952,Shooting,Shooting Men's Trap,Not Registered
46,Hans Aasns,Male,53,Over 30,194,93,NOR,1956,Shooting,Shooting Men's Trap,Not Registered
46,Hans Aasns,Male,57,Over 30,194,93,NOR,1960,Shooting,Shooting Men's Trap,Not Registered
47,Erling Rudolf Aastad,Male,22,18-25,177,74,NOR,1920,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
47,Erling Rudolf Aastad,Male,22,18-25,177,74,NOR,1920,Athletics,Athletics Men's Long Jump,Not Registered
47,Erling Rudolf Aastad,Male,26,25-30,177,74,NOR,1924,Athletics,Athletics Men's Long Jump,Not Registered
47,Erling Rudolf Aastad,Male,30,25-30,177,74,NOR,1928,Athletics,Athletics Men's Long Jump,Not Registered
48,Abdelhak Aatakni,Male,24,18-25,NULL,64,MAR,2012,Boxing,Boxing Men's Light-Welterweight,Not Registered
49,Moonika Aava,Female,24,18-25,168,65,EST,2004,Athletics,Athletics Women's Javelin Throw,Not Registered
49,Moonika Aava,Female,28,25-30,168,65,EST,2008,Athletics,Athletics Women's Javelin Throw,Not Registered
50,Arvi Aavik,Male,22,18-25,185,106,EST,1992,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Not Registered
50,Arvi Aavik,Male,26,25-30,185,106,EST,1996,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Not Registered
51,Nstor Abad Sanjun,Male,23,18-25,167,64,ESP,2016,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
51,Nstor Abad Sanjun,Male,23,18-25,167,64,ESP,2016,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
51,Nstor Abad Sanjun,Male,23,18-25,167,64,ESP,2016,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
51,Nstor Abad Sanjun,Male,23,18-25,167,64,ESP,2016,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
51,Nstor Abad Sanjun,Male,23,18-25,167,64,ESP,2016,Gymnastics,Gymnastics Men's Rings,Not Registered
51,Nstor Abad Sanjun,Male,23,18-25,167,64,ESP,2016,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
52,Patrick Abada,Male,22,18-25,189,80,FRA,1976,Athletics,Athletics Men's Pole Vault,Not Registered
53,Talaat Abada,Male,24,18-25,172,58,EGY,2000,Taekwondo,Taekwondo Men's Flyweight,Not Registered
54,Mohamed Jamshid Abadi,Male,NULL,NULL,NULL,NULL,IRI,1948,Boxing,Boxing Men's Heavyweight,Not Registered
55,Antonio Abadia Beci,Male,26,25-30,170,65,ESP,2016,Athletics,"Athletics Men's 5,000 metres",Not Registered
56,Ren Abadie,Male,21,18-25,NULL,NULL,FRA,1956,Cycling,"Cycling Men's Road Race, Individual",Not Registered
56,Ren Abadie,Male,21,18-25,NULL,NULL,FRA,1956,Cycling,"Cycling Men's Road Race, Team",Gold
57,Borislav Abadzhiev,Male,24,18-25,176,66,BUL,1988,Boxing,Boxing Men's Light-Welterweight,Not Registered
58,Georgi Abadzhiev,Male,NULL,NULL,NULL,NULL,BUL,1924,Cycling,"Cycling Men's Road Race, Individual",Not Registered
58,Georgi Abadzhiev,Male,NULL,NULL,NULL,NULL,BUL,1924,Cycling,"Cycling Men's Road Race, Team",Not Registered
59,Ivan Nikolov Abadzhiev,Male,24,18-25,164,71,BUL,1956,Weightlifting,Weightlifting Men's Lightweight,Not Registered
59,Ivan Nikolov Abadzhiev,Male,28,25-30,164,71,BUL,1960,Weightlifting,Weightlifting Men's Middleweight,Not Registered
60,Mikhail Abadzhiev,Male,24,18-25,172,75,BUL,1960,Weightlifting,Weightlifting Men's Middleweight,Not Registered
61,Stefan Abadzhiev,Male,26,25-30,175,72,BUL,1960,Football,Football Men's Football,Not Registered
62,Giovanni Abagnale,Male,21,18-25,198,90,ITA,2016,Rowing,Rowing Men's Coxless Pairs,Bronze
63,Jos Luis Abajo Gmez,Male,30,25-30,194,87,ESP,2008,Fencing,"Fencing Men's epee, Individual",Bronze
64,M'Bairo Abakar,Male,31,Over 30,NULL,NULL,CHA,1992,Judo,Judo Men's Half-Middleweight,Not Registered
65,Patimat Abakarova,Female,21,18-25,165,49,AZE,2016,Taekwondo,Taekwondo Women's Flyweight,Bronze
66,Mohamed Abakkar,Male,NULL,NULL,156,48,SUD,1972,Boxing,Boxing Men's Flyweight,Not Registered
67,Mariya Vasilyevna Abakumova (-Tarabina),Female,22,18-25,179,80,RUS,2008,Athletics,Athletics Women's Javelin Throw,Silver
67,Mariya Vasilyevna Abakumova (-Tarabina),Female,26,25-30,179,80,RUS,2012,Athletics,Athletics Women's Javelin Throw,Not Registered
68,Pablo Martn Abal,Male,23,18-25,178,76,ARG,2000,Swimming,Swimming Men's 100 metres Butterfly,Not Registered
68,Pablo Martn Abal,Male,23,18-25,178,76,ARG,2000,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Not Registered
69,Tamara Abalde Daz,Female,19,18-25,185,72,ESP,2008,Basketball,Basketball Women's Basketball,Not Registered
70,Jess Iory Aball Martnez,Male,26,25-30,167,65,CUB,2000,Diving,Diving Men's Platform,Not Registered
71,Juan Antonio Aball Delgado,Male,27,25-30,172,82,CUB,1992,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Not Registered
71,Juan Antonio Aball Delgado,Male,27,25-30,172,82,CUB,1992,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Not Registered
72,Aleksey Aleksandrovich Abalmasov,Male,24,18-25,180,83,BLR,2004,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Not Registered
72,Aleksey Aleksandrovich Abalmasov,Male,28,25-30,180,83,BLR,2008,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
73,Luc Abalo,Male,23,18-25,182,86,FRA,2008,Handball,Handball Men's Handball,Gold
73,Luc Abalo,Male,27,25-30,182,86,FRA,2012,Handball,Handball Men's Handball,Gold
73,Luc Abalo,Male,31,Over 30,182,86,FRA,2016,Handball,Handball Men's Handball,Silver
74,Mara Laura Abalo,Female,30,25-30,182,73,ARG,2012,Rowing,Rowing Women's Coxless Pairs,Not Registered
75,Giorgos Abalof,Male,22,18-25,178,70,GRE,2004,Fencing,"Fencing Men's epee, Individual",Not Registered
76,Jouan Patrice Abanda Etong,Male,22,18-25,185,82,CMR,2000,Football,Football Men's Football,Gold
77,Antoine Abang,Male,27,25-30,166,75,CMR,1968,Boxing,Boxing Men's Middleweight,Not Registered
78,Salim Abanoz,Male,26,25-30,NULL,NULL,TUR,1996,Judo,Judo Men's Lightweight,Not Registered
79,Carlos Abarca Gonzlez,Male,23,18-25,NULL,NULL,CHI,1924,Boxing,Boxing Men's Featherweight,Not Registered
80,Jos Mara Abarca Plotas,Male,22,18-25,186,83,ESP,1996,Water Polo,Water Polo Men's Water Polo,Gold
81,Georgios Abaris,Male,22,18-25,190,77,GRE,2004,Football,Football Men's Football,Not Registered
82,Enrique Abaroa Martnez,Male,26,25-30,183,75,MEX,2000,Tennis,Tennis Men's Doubles,Not Registered
83,Carlos Arturo Abarza Chavez,Male,22,18-25,NULL,NULL,CHI,1992,Shooting,Shooting Mixed Skeet,Not Registered
84,Stephen Anthony Abas,Male,26,25-30,165,55,USA,2004,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
85,Alejandro Abascal Garca,Male,24,18-25,181,82,ESP,1976,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Not Registered
85,Alejandro Abascal Garca,Male,28,25-30,181,82,ESP,1980,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
85,Alejandro Abascal Garca,Male,32,Over 30,181,82,ESP,1984,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Not Registered
86,Jos Manuel Abascal Gmez,Male,22,18-25,182,67,ESP,1980,Athletics,"Athletics Men's 1,500 metres",Not Registered
86,Jos Manuel Abascal Gmez,Male,26,25-30,182,67,ESP,1984,Athletics,"Athletics Men's 1,500 metres",Bronze
87,Rost'om Omeris dze Abashidze,Male,29,25-30,188,97,URS,1964,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
88,Nunu Dzhansuhivna Abashydze (-Myslaieva),Female,25,18-25,168,105,URS,1980,Athletics,Athletics Women's Shot Put,Not Registered
89,Rodrigo Abasolo,Male,21,18-25,NULL,NULL,CHI,1984,Rowing,Rowing Men's Coxed Eights,Not Registered
90,Tamila Rashidovna Abasova,Female,21,18-25,163,60,RUS,2004,Cycling,Cycling Women's Sprint,Silver
90,Tamila Rashidovna Abasova,Female,21,18-25,163,60,RUS,2004,Cycling,Cycling Women's 500 metres Time Trial,Not Registered
91,Emanuele Abate,Male,27,25-30,190,80,ITA,2012,Athletics,Athletics Men's 110 metres Hurdles,Not Registered
92,Ignazio Abate,Male,21,18-25,180,73,ITA,2008,Football,Football Men's Football,Not Registered
93,Jol Marc Abati,Male,34,Over 30,190,85,FRA,2004,Handball,Handball Men's Handball,Not Registered
93,Jol Marc Abati,Male,38,Over 30,190,85,FRA,2008,Handball,Handball Men's Handball,Gold
94,Ral Abatte,Male,38,Over 30,NULL,NULL,CHI,1984,Shooting,Shooting Mixed Trap,Not Registered
95,Georgia Abatzidou,Female,35,Over 30,155,43,GRE,2004,Athletics,Athletics Women's Marathon,Not Registered
96,Carlos Rodolfo Abaunza Balladares,Male,18,18-25,168,60,NCA,2004,Athletics,Athletics Men's 100 metres,Not Registered
97,Carlos Alberto Abaunza,Male,16,Under 18,180,70,NCA,1976,Athletics,Athletics Men's High Jump,Not Registered
98,Hctor Abaunza,Male,30,25-30,169,75,MEX,1968,Fencing,"Fencing Men's Foil, Individual",Not Registered
98,Hctor Abaunza,Male,30,25-30,169,75,MEX,1968,Fencing,"Fencing Men's Foil, Team",Not Registered
98,Hctor Abaunza,Male,30,25-30,169,75,MEX,1968,Fencing,"Fencing Men's Sabre, Team",Not Registered
99,Pter Abay,Male,30,25-30,181,79,HUN,1992,Fencing,"Fencing Men's Sabre, Team",Silver
100,Oszkr Abay-Nemes,Male,22,18-25,NULL,NULL,HUN,1936,Swimming,Swimming Men's 100 metres Freestyle,Not Registered
100,Oszkr Abay-Nemes,Male,22,18-25,NULL,NULL,HUN,1936,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
101,Adeyemi Abayomi,Male,25,18-25,170,51,NGR,1972,Boxing,Boxing Men's Lightweight,Not Registered
102,Sayed Fahmy Abaza,Male,NULL,NULL,NULL,NULL,EGY,1920,Football,Football Men's Football,Not Registered
102,Sayed Fahmy Abaza,Male,NULL,NULL,NULL,NULL,EGY,1928,Football,Football Men's Football,Not Registered
103,Silvano Abba,Male,25,18-25,NULL,NULL,ITA,1936,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
104,Gana Abba Kimet,Male,26,25-30,NULL,NULL,CHA,1972,Athletics,Athletics Men's 100 metres,Not Registered
105,Ilyas Abbadi,Male,19,18-25,175,75,ALG,2012,Boxing,Boxing Men's Welterweight,Not Registered
105,Ilyas Abbadi,Male,23,18-25,175,75,ALG,2016,Boxing,Boxing Men's Middleweight,Not Registered
106,Agostino Abbagnale,Male,22,18-25,188,96,ITA,1988,Rowing,Rowing Men's Quadruple Sculls,Gold
106,Agostino Abbagnale,Male,29,25-30,188,96,ITA,1996,Rowing,Rowing Men's Double Sculls,Gold
106,Agostino Abbagnale,Male,34,Over 30,188,96,ITA,2000,Rowing,Rowing Men's Quadruple Sculls,Gold
107,Carmine Abbagnale,Male,22,18-25,182,90,ITA,1984,Rowing,Rowing Men's Coxed Pairs,Gold
107,Carmine Abbagnale,Male,26,25-30,182,90,ITA,1988,Rowing,Rowing Men's Coxed Pairs,Gold
107,Carmine Abbagnale,Male,30,25-30,182,90,ITA,1992,Rowing,Rowing Men's Coxed Pairs,Silver
107,Carmine Abbagnale,Male,34,Over 30,182,90,ITA,1996,Rowing,Rowing Men's Coxed Eights,Not Registered
108,Giuseppe Abbagnale,Male,20,18-25,187,97,ITA,1980,Rowing,Rowing Men's Coxed Pairs,Not Registered
108,Giuseppe Abbagnale,Male,25,18-25,187,97,ITA,1984,Rowing,Rowing Men's Coxed Pairs,Gold
108,Giuseppe Abbagnale,Male,29,25-30,187,97,ITA,1988,Rowing,Rowing Men's Coxed Pairs,Gold
108,Giuseppe Abbagnale,Male,33,Over 30,187,97,ITA,1992,Rowing,Rowing Men's Coxed Pairs,Silver
109,Abdul Latif Al-Sayed Abbas Youssef Hashem,Male,23,18-25,176,64,KUW,1976,Athletics,Athletics Men's 400 metres Hurdles,Not Registered
109,Abdul Latif Al-Sayed Abbas Youssef Hashem,Male,23,18-25,176,64,KUW,1976,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
109,Abdul Latif Al-Sayed Abbas Youssef Hashem,Male,27,25-30,176,64,KUW,1980,Athletics,Athletics Men's 400 metres Hurdles,Not Registered
110,Abubakar Abbas Abbas,Male,20,18-25,175,66,BRN,2016,Athletics,Athletics Men's 400 metres,Not Registered
111,Aqarab Abbas,Male,22,18-25,190,88,PAK,1996,Athletics,Athletics Men's Hammer Throw,Not Registered
112,Aziz Abbas,Male,21,18-25,169,67,IRQ,1964,Weightlifting,Weightlifting Men's Lightweight,Not Registered
113,Bassim Abbas Kati Al-Ogaili,Male,22,18-25,175,80,IRQ,2004,Football,Football Men's Football,Not Registered
114,Essa Abbas Faleh Hashem,Male,20,18-25,160,65,KUW,1980,Athletics,Athletics Men's Long Jump,Not Registered
115,Ghulam Abbas,Male,24,18-25,181,74,PAK,1992,Athletics,Athletics Men's 400 metres Hurdles,Not Registered
116,Hosni Mohamed Abbas,Male,28,25-30,NULL,60,UAR,1960,Weightlifting,Weightlifting Men's Featherweight,Not Registered
116,Hosni Mohamed Abbas,Male,32,Over 30,NULL,60,EGY,1964,Weightlifting,Weightlifting Men's Featherweight,Not Registered
117,Maher Abbas,Male,22,18-25,178,78,LIB,1988,Athletics,Athletics Men's 400 metres,Not Registered
117,Maher Abbas,Male,22,18-25,178,78,LIB,1988,Athletics,Athletics Men's 800 metres,Not Registered
118,Mahmoud Abbas,Male,22,18-25,165,65,EGY,2000,Cycling,"Cycling Men's Road Race, Individual",Not Registered
119,Mohamed Fakhry Rifaat Abbas,Male,19,18-25,NULL,NULL,EGY,1952,Diving,Diving Men's Platform,Not Registered
120,Mohammed Abbas Sabih,Male,26,25-30,170,70,IRQ,2004,Swimming,Swimming Men's 100 metres Freestyle,Not Registered
122,Nader Sufyan Abbas,Male,28,25-30,173,77,QAT,2004,Weightlifting,Weightlifting Men's Middleweight,Not Registered
123,Sohail Abbas,Male,25,18-25,178,80,PAK,2000,Hockey,Hockey Men's Hockey,Not Registered
123,Sohail Abbas,Male,29,25-30,178,80,PAK,2004,Hockey,Hockey Men's Hockey,Not Registered
123,Sohail Abbas,Male,37,Over 30,178,80,PAK,2012,Hockey,Hockey Men's Hockey,Not Registered
124,Youssef Mohamed Abbas,Male,31,Over 30,NULL,NULL,EGY,1952,Basketball,Basketball Men's Basketball,Not Registered
125,Zulkifli Abbas,Male,28,25-30,170,62,MAS,1984,Hockey,Hockey Men's Hockey,Not Registered
127,Shakeel Abbasi,Male,20,18-25,165,60,PAK,2004,Hockey,Hockey Men's Hockey,Not Registered
127,Shakeel Abbasi,Male,24,18-25,165,60,PAK,2008,Hockey,Hockey Men's Hockey,Not Registered
127,Shakeel Abbasi,Male,28,25-30,165,60,PAK,2012,Hockey,Hockey Men's Hockey,Not Registered
128,Soulmaz Abbasi Azad,Female,28,25-30,173,60,IRI,2012,Rowing,Rowing Women's Single Sculls,Not Registered
129,Ruslan Abbasov,Male,22,18-25,181,74,AZE,2008,Athletics,Athletics Men's 100 metres,Not Registered
130,Tural Abbasov,Male,18,18-25,182,76,AZE,2008,Swimming,Swimming Men's 50 metres Freestyle,Not Registered
131,Tran Abbasova,Female,33,Over 30,159,53,AZE,2000,Weightlifting,Weightlifting Women's Featherweight,Not Registered
132,Simona Abbate,Female,28,25-30,171,64,ITA,2012,Water Polo,Water Polo Women's Water Polo,Not Registered
133,Franz Abb,Male,NULL,NULL,NULL,NULL,GER,1900,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
134,Christian Abbiati,Male,23,18-25,192,90,ITA,2000,Football,Football Men's Football,Not Registered
135,Lois Abbingh,Female,23,18-25,178,72,NED,2016,Handball,Handball Women's Handball,Not Registered
136,Alessandro Abbio,Male,29,25-30,195,85,ITA,2000,Basketball,Basketball Men's Basketball,Not Registered
138,Salwan Jasim Abbood Abbood,Male,24,18-25,180,104,IRQ,2016,Weightlifting,Weightlifting Men's Heavyweight,Not Registered
139,"George ""Ioannis"" Abbot",Male,NULL,NULL,NULL,NULL,GRE,1906,Football,Football Men's Football,Bronze
140,"William ""Bill"" Abbott Jr.",Male,42,Over 30,172,80,CAN,1996,Sailing,Sailing Mixed Three Person Keelboat,Not Registered
140,"William ""Bill"" Abbott Jr.",Male,46,Over 30,172,80,CAN,2000,Sailing,Sailing Mixed Three Person Keelboat,Not Registered
141,Clare Abbott,Female,30,25-30,167,58,IRL,2016,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Not Registered
141,Clare Abbott,Female,30,25-30,167,58,IRL,2016,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Not Registered
142,"David ""Dave"" Abbott",Male,26,25-30,183,75,USA,1928,Athletics,"Athletics Men's 5,000 metres",Not Registered
143,"Desmond ""Des"" Abbott",Male,21,18-25,184,87,AUS,2008,Hockey,Hockey Men's Hockey,Bronze
144,Geoffrey Grant Abbott,Male,23,18-25,179,80,RSA,2008,Hockey,Hockey Men's Hockey,Not Registered
146,Jeremy Abbott,Male,19,18-25,179,71,CAN,1976,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Not Registered
147,Joanne Abbott,Female,41,Over 30,160,57,CAN,1996,Sailing,Sailing Mixed Three Person Keelboat,Not Registered
148,"Kathryn ""Katie"" Abbott",Female,21,18-25,164,63,CAN,2008,Sailing,Sailing Women's Three Person Keelboat,Not Registered
149,Mara Katherine Abbott,Female,30,25-30,163,52,USA,2016,Cycling,"Cycling Women's Road Race, Individual",Not Registered
150,Margaret Ives Abbott (-Dunne),Female,23,18-25,NULL,NULL,USA,1900,Golf,Golf Women's Individual,Gold
151,Mary Perkins Ives Abbott (Perkins-),Female,42,Over 30,NULL,NULL,USA,1900,Golf,Golf Women's Individual,Not Registered
152,Matt Abbott,Male,34,Over 30,185,91,CAN,2000,Sailing,Sailing Mixed Three Person Keelboat,Not Registered
153,Monica Cecilia Abbott,Female,23,18-25,191,88,USA,2008,Softball,Softball Women's Softball,Silver
154,Khadija Abbouda,Female,40,Over 30,165,57,MAR,2008,Archery,Archery Women's Individual,Not Registered
155,Mohamed Ibrahim Abd El-Fatah Mohamed,Male,22,18-25,185,98,EGY,2000,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
155,Mohamed Ibrahim Abd El-Fatah Mohamed,Male,26,25-30,185,98,EGY,2004,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
