ID,Competitor Name,Sex,Age,Age Grouping,Height,Weight,Nation Code,Year,Sport,Event,Medal
476,Mohamed Moustafa Abou Elea,Male,20,18-25,168,54,EGY,2000,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Not Registered
477,Mahmoud Abou Elelaa,Male,30,25-30,181,76,EGY,1984,Volleyball,Volleyball Men's Volleyball,Not Registered
478,Mohammed Tawfiq Abou Habaga,Male,27,25-30,NULL,NULL,EGY,1948,Football,Football Men's Football,Not Registered
479,Zaid Abou Hamed,Male,30,25-30,182,79,SYR,2000,Athletics,Athletics Men's 400 metres Hurdles,Not Registered
480,Youssef Kamel Mohamed Abou Ouf,Male,24,18-25,NULL,NULL,EGY,1948,Basketball,Basketball Men's Basketball,Not Registered
480,Youssef Kamel Mohamed Abou Ouf,Male,28,25-30,NULL,NULL,EGY,1952,Basketball,Basketball Men's Basketball,Not Registered
481,Gaber Mooti Abou Zeid,Male,22,18-25,187,82,EGY,1976,Volleyball,Volleyball Men's Volleyball,Not Registered
481,Gaber Mooti Abou Zeid,Male,30,25-30,187,82,EGY,1984,Volleyball,Volleyball Men's Volleyball,Not Registered
482,Taher Abou Zeid Sayid Amer,Male,22,18-25,NULL,NULL,EGY,1984,Football,Football Men's Football,Not Registered
483,Ahmed Farid Abou-Shadi,Male,38,Over 30,NULL,NULL,EGY,1948,Fencing,"Fencing Men's Sabre, Individual",Not Registered
483,Ahmed Farid Abou-Shadi,Male,38,Over 30,NULL,NULL,EGY,1948,Fencing,"Fencing Men's Sabre, Team",Not Registered
483,Ahmed Farid Abou-Shadi,Male,42,Over 30,NULL,NULL,EGY,1952,Fencing,"Fencing Men's Sabre, Individual",Not Registered
483,Ahmed Farid Abou-Shadi,Male,42,Over 30,NULL,NULL,EGY,1952,Fencing,"Fencing Men's Sabre, Team",Not Registered
484,Abdel Fattah Abou-Shanab,Male,24,18-25,NULL,NULL,UAR,1960,Rowing,Rowing Men's Coxed Eights,Not Registered
484,Abdel Fattah Abou-Shanab,Male,28,25-30,NULL,NULL,EGY,1964,Rowing,Rowing Men's Coxed Eights,Not Registered
485,Sadoon Mohamed Aboub,Male,21,18-25,170,48,IRQ,1988,Boxing,Boxing Men's Light-Flyweight,Not Registered
486,Zakaria Aboub,Male,20,18-25,171,65,MAR,2000,Football,Football Men's Football,Not Registered
487,Inni Aboubacar,Male,NULL,NULL,NULL,NULL,NIG,1988,Athletics,Athletics Men's Marathon,Not Registered
488,Ibrahim Mohamedin Aboubaker,Male,21,18-25,190,65,QAT,2004,Athletics,Athletics Men's Triple Jump,Not Registered
488,Ibrahim Mohamedin Aboubaker,Male,25,18-25,190,65,QAT,2008,Athletics,Athletics Men's Triple Jump,Not Registered
489,Ahmed Ghmin Aboud,Male,22,18-25,170,51,IRQ,1992,Boxing,Boxing Men's Bantamweight,Not Registered
490,Fathi Khalifa Aboud,Male,23,18-25,175,75,LBA,1988,Athletics,Athletics Men's Triple Jump,Not Registered
491,Kamel Aboud,Male,22,18-25,178,67,ALG,1984,Boxing,Boxing Men's Welterweight,Not Registered
492,Marwan Suhail Aboud,Male,NULL,NULL,NULL,NULL,IRQ,1984,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Not Registered
493,Rabah Aboud,Male,31,Over 30,180,64,ALG,2012,Athletics,"Athletics Men's 5,000 metres",Not Registered
494,Mamdouh Taha Al-Husseini Abouebaid,Male,28,25-30,183,85,EGY,2016,Handball,Handball Men's Handball,Not Registered
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,Male,21,18-25,188,87,EGY,2012,Fencing,"Fencing Men's Foil, Individual",Silver
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,Male,21,18-25,188,87,EGY,2012,Fencing,"Fencing Men's Foil, Team",Not Registered
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,Male,25,18-25,188,87,EGY,2016,Fencing,"Fencing Men's Foil, Individual",Not Registered
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,Male,25,18-25,188,87,EGY,2016,Fencing,"Fencing Men's Foil, Team",Not Registered
496,Haysam Farouk Abouelw,Male,21,18-25,NULL,NULL,EGY,1992,Football,Football Men's Football,Not Registered
497,Waguih Rauf Aboul Seoud,Male,22,18-25,NULL,NULL,EGY,1968,Diving,Diving Men's Platform,Not Registered
498,El-Sayed Aboumedan,Male,26,25-30,178,81,EGY,2004,Judo,Judo Men's Half-Middleweight,Not Registered
500,Sdonoud Janvier Abouta,Male,23,18-25,NULL,NULL,MLI,2004,Football,Football Men's Football,Not Registered
501,Mohamed Mohamed Mohamed Aboutrika,Male,33,Over 30,182,77,EGY,2012,Football,Football Men's Football,Not Registered
502,Ahmad Shah Abouwi,Male,NULL,NULL,NULL,NULL,AFG,1956,Hockey,Hockey Men's Hockey,Not Registered
503,Adeola Aboyade-Cole,Male,22,18-25,193,78,NGR,1972,Athletics,Athletics Men's 110 metres Hurdles,Not Registered
504,Cheryl Abplanalp,Female,24,18-25,174,68,USA,1996,Handball,Handball Women's Handball,Not Registered
505,"Alexander ""Alex"" Abraham (Steglitz)",Male,25,18-25,186,84,GER,1912,Athletics,Athletics Men's Decathlon,Not Registered
506,Andrei Abraham,Male,19,18-25,NULL,NULL,ROU,1936,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
506,Andrei Abraham,Male,19,18-25,NULL,NULL,ROU,1936,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
506,Andrei Abraham,Male,19,18-25,NULL,NULL,ROU,1936,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
506,Andrei Abraham,Male,19,18-25,NULL,NULL,ROU,1936,Gymnastics,Gymnastics Men's Horse Vault,Not Registered
506,Andrei Abraham,Male,19,18-25,NULL,NULL,ROU,1936,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
506,Andrei Abraham,Male,19,18-25,NULL,NULL,ROU,1936,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
506,Andrei Abraham,Male,19,18-25,NULL,NULL,ROU,1936,Gymnastics,Gymnastics Men's Rings,Not Registered
506,Andrei Abraham,Male,19,18-25,NULL,NULL,ROU,1936,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
507,Attila brahm,Male,21,18-25,192,88,HUN,1988,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
507,Attila brahm,Male,21,18-25,192,88,HUN,1988,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
507,Attila brahm,Male,25,18-25,192,88,HUN,1992,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
508,Bernhard Abraham,Male,NULL,NULL,NULL,NULL,GER,1906,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
509,Gary Abraham,Male,17,Under 18,175,64,GBR,1976,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
509,Gary Abraham,Male,17,Under 18,175,64,GBR,1976,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Not Registered
509,Gary Abraham,Male,21,18-25,175,64,GBR,1980,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
509,Gary Abraham,Male,21,18-25,175,64,GBR,1980,Swimming,Swimming Men's 100 metres Butterfly,Not Registered
509,Gary Abraham,Male,21,18-25,175,64,GBR,1980,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
510,Melita Isidora Abraham Schssler,Female,19,18-25,170,62,CHI,2016,Rowing,Rowing Women's Lightweight Double Sculls,Not Registered
511,Tadesse Abraham,Male,33,Over 30,178,61,SUI,2016,Athletics,Athletics Men's Marathon,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,19,18-25,167,53,IND,1984,Athletics,Athletics Women's 800 metres,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,19,18-25,167,53,IND,1984,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,23,18-25,167,53,IND,1988,Athletics,Athletics Women's 800 metres,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,23,18-25,167,53,IND,1988,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,27,25-30,167,53,IND,1992,Athletics,Athletics Women's 800 metres,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,31,Over 30,167,53,IND,1996,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
513,Mariola Teresa Abrahamczyk (-Fronckowiak),Female,21,18-25,180,70,POL,1980,Rowing,Rowing Women's Coxed Quadruple Sculls,Not Registered
514,Ara Abrahamian,Male,25,18-25,191,84,SWE,2000,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Not Registered
514,Ara Abrahamian,Male,29,25-30,191,84,SWE,2004,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
514,Ara Abrahamian,Male,33,Over 30,191,84,SWE,2008,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
515,Stphan Abrahamian Gonzalez,Male,22,18-25,NULL,NULL,FRA,1968,Cycling,"Cycling Men's Road Race, Individual",Not Registered
516,Clyde Abrahams,Male,29,25-30,178,68,RSA,2008,Hockey,Hockey Men's Hockey,Not Registered
517,Glen Abrahams Martnez,Male,22,18-25,179,72,CRC,1984,Athletics,Athletics Men's 100 metres,Not Registered
517,Glen Abrahams Martnez,Male,22,18-25,179,72,CRC,1984,Athletics,Athletics Men's 200 metres,Not Registered
518,Guy A. Abrahams,Male,23,18-25,173,65,PAN,1976,Athletics,Athletics Men's 100 metres,Not Registered
518,Guy A. Abrahams,Male,23,18-25,173,65,PAN,1976,Athletics,Athletics Men's 200 metres,Not Registered
519,Harold Maurice Abrahams,Male,20,18-25,183,75,GBR,1920,Athletics,Athletics Men's 100 metres,Not Registered
519,Harold Maurice Abrahams,Male,20,18-25,183,75,GBR,1920,Athletics,Athletics Men's 200 metres,Not Registered
519,Harold Maurice Abrahams,Male,20,18-25,183,75,GBR,1920,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
519,Harold Maurice Abrahams,Male,20,18-25,183,75,GBR,1920,Athletics,Athletics Men's Long Jump,Not Registered
519,Harold Maurice Abrahams,Male,24,18-25,183,75,GBR,1924,Athletics,Athletics Men's 100 metres,Gold
519,Harold Maurice Abrahams,Male,24,18-25,183,75,GBR,1924,Athletics,Athletics Men's 200 metres,Not Registered
519,Harold Maurice Abrahams,Male,24,18-25,183,75,GBR,1924,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
520,Sidney Solomon Abrahams,Male,21,18-25,NULL,NULL,GBR,1906,Athletics,Athletics Men's 100 metres,Not Registered
520,Sidney Solomon Abrahams,Male,21,18-25,NULL,NULL,GBR,1906,Athletics,Athletics Men's Long Jump,Not Registered
520,Sidney Solomon Abrahams,Male,27,25-30,NULL,NULL,GBR,1912,Athletics,Athletics Men's Long Jump,Not Registered
521,Isak Abrahamsen,Male,21,18-25,NULL,NULL,NOR,1912,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
524,"Donald Robert Abrahamson, Jr.",Male,26,25-30,162,67,USA,1984,Weightlifting,Weightlifting Men's Lightweight,Not Registered
525,Richard Neal Abrahamson,Male,24,18-25,190,88,USA,1972,Handball,Handball Men's Handball,Not Registered
525,Richard Neal Abrahamson,Male,28,25-30,190,88,USA,1976,Handball,Handball Men's Handball,Not Registered
527,Erik Adolf Efraim Abrahamsson,Male,22,18-25,172,61,SWE,1920,Athletics,Athletics Men's Long Jump,Bronze
528,Karl Gran Abrahamsson,Male,28,25-30,180,72,SWE,1960,Fencing,"Fencing Men's Foil, Individual",Not Registered
528,Karl Gran Abrahamsson,Male,28,25-30,180,72,SWE,1960,Fencing,"Fencing Men's epee, Individual",Not Registered
528,Karl Gran Abrahamsson,Male,28,25-30,180,72,SWE,1960,Fencing,"Fencing Men's epee, Team",Not Registered
528,Karl Gran Abrahamsson,Male,33,Over 30,180,72,SWE,1964,Fencing,"Fencing Men's epee, Individual",Not Registered
528,Karl Gran Abrahamsson,Male,33,Over 30,180,72,SWE,1964,Fencing,"Fencing Men's epee, Team",Not Registered
531,"Fletcher Abram, Jr.",Male,21,18-25,193,87,USA,1972,Handball,Handball Men's Handball,Not Registered
533,Yelena Vasilyevna Abramchuk (Kopets-),Female,28,25-30,182,95,BLR,2016,Athletics,Athletics Women's Shot Put,Not Registered
536,Lahcen Abrami,Male,22,18-25,NULL,NULL,MAR,1992,Football,Football Men's Football,Not Registered
537,Ek'aterina Abramia,Female,16,Under 18,167,43,GEO,1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Not Registered
538,Jernej Abrami,Male,31,Over 30,175,70,SLO,1996,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Not Registered
540,Andrey Vasilyevich Abramov,Male,24,18-25,180,100,URS,1960,Boxing,Boxing Men's Heavyweight,Not Registered
541,Andrey Viktorovich Abramov,Male,24,18-25,176,70,RUS,2008,Archery,Archery Men's Individual,Not Registered
541,Andrey Viktorovich Abramov,Male,24,18-25,176,70,RUS,2008,Archery,Archery Men's Team,Not Registered
542,Nikolay Kuzmich Abramov,Male,30,25-30,164,59,URS,1964,Athletics,Athletics Men's Marathon,Not Registered
543,Pavel Sergeyevich Abramov,Male,25,18-25,198,89,RUS,2004,Volleyball,Volleyball Men's Volleyball,Bronze
545,Valery Aleksandrovich Abramov,Male,23,18-25,173,61,URS,1980,Athletics,"Athletics Men's 5,000 metres",Not Registered
546,Inna Vladimirovna Abramova,Female,21,18-25,172,63,URS,1988,Swimming,Swimming Women's 50 metres Freestyle,Not Registered
546,Inna Vladimirovna Abramova,Female,21,18-25,172,63,URS,1988,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Not Registered
547,Nelli Mikhaylovna Abramova,Female,24,18-25,171,60,URS,1964,Volleyball,Volleyball Women's Volleyball,Silver
551,Aliyah Abrams,Female,19,18-25,163,53,GUY,2016,Athletics,Athletics Women's 400 metres,Not Registered
552,Colin Winston Abrams,Male,32,Over 30,180,70,GUY,1988,Cycling,Cycling Men's Sprint,Not Registered
553,John Charles Abrams,Male,22,18-25,183,NULL,NZL,1956,Hockey,Hockey Men's Hockey,Not Registered
553,John Charles Abrams,Male,25,18-25,183,NULL,NZL,1960,Hockey,Hockey Men's Hockey,Not Registered
554,Benik Abramyan,Male,31,Over 30,186,115,GEO,2016,Athletics,Athletics Men's Shot Put,Not Registered
555,Antnio da Cunha Meneses Martins Abrantes,Male,20,18-25,176,68,POR,1988,Athletics,Athletics Men's 800 metres,Not Registered
555,Antnio da Cunha Meneses Martins Abrantes,Male,20,18-25,176,68,POR,1988,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
555,Antnio da Cunha Meneses Martins Abrantes,Male,24,18-25,176,68,POR,1992,Athletics,Athletics Men's 800 metres,Not Registered
555,Antnio da Cunha Meneses Martins Abrantes,Male,28,25-30,176,68,POR,1996,Athletics,Athletics Men's 800 metres,Not Registered
556,Arnaldo Lus Isaas Abrantes,Male,21,18-25,183,72,POR,2008,Athletics,Athletics Men's 200 metres,Not Registered
556,Arnaldo Lus Isaas Abrantes,Male,25,18-25,183,72,POR,2012,Athletics,Athletics Men's 200 metres,Not Registered
557,Arnaldo Joaquim Castro Abrantes,Male,26,25-30,174,68,POR,1988,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
558,David Abrard,Male,19,18-25,187,81,FRA,1996,Swimming,Swimming Men's 200 metres Butterfly,Not Registered
560,Amir Abrashi,Male,22,18-25,172,70,SUI,2012,Football,Football Men's Football,Not Registered
563,Diogo Ferreira Tribolet de Abreu,Male,22,18-25,183,73,POR,2016,Trampolining,Trampolining Men's Individual,Not Registered
564,Eloy Abreu Morales,Male,20,18-25,160,54,CUB,1976,Wrestling,"Wrestling Men's Flyweight, Freestyle",Not Registered
565,Glauclio Serro Abreu,Male,26,25-30,185,75,BRA,2004,Boxing,Boxing Men's Middleweight,Not Registered
566,Jos Filipe Abreu,Male,20,18-25,159,64,POR,1968,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
566,Jos Filipe Abreu,Male,20,18-25,159,64,POR,1968,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
566,Jos Filipe Abreu,Male,20,18-25,159,64,POR,1968,Gymnastics,Gymnastics Men's Horse Vault,Not Registered
566,Jos Filipe Abreu,Male,20,18-25,159,64,POR,1968,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
566,Jos Filipe Abreu,Male,20,18-25,159,64,POR,1968,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
566,Jos Filipe Abreu,Male,20,18-25,159,64,POR,1968,Gymnastics,Gymnastics Men's Rings,Not Registered
566,Jos Filipe Abreu,Male,20,18-25,159,64,POR,1968,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
567,Emilio Julio Abreu,Male,22,18-25,NULL,NULL,PAR,1976,Swimming,Swimming Men's 200 metres Breaststroke,Not Registered
567,Emilio Julio Abreu,Male,22,18-25,NULL,NULL,PAR,1976,Swimming,Swimming Men's 200 metres Butterfly,Not Registered
567,Emilio Julio Abreu,Male,22,18-25,NULL,NULL,PAR,1976,Swimming,Swimming Men's 400 metres Individual Medley,Not Registered
568,Morais Santos Abreu,Male,40,Over 30,188,73,ANG,2008,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Not Registered
569,Paulo Francisco Joazeiro de Abreu,Male,18,18-25,176,78,BRA,1984,Water Polo,Water Polo Men's Water Polo,Not Registered
570,Pedro Abreu Pascal,Male,23,18-25,200,88,CUB,1980,Basketball,Basketball Men's Basketball,Not Registered
571,Rubn Abreu Rivero,Male,24,18-25,177,71,VEN,1996,Cycling,"Cycling Men's Road Race, Individual",Not Registered
572,Rui Pinto de Abreu,Male,15,Under 18,177,64,POR,1976,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
572,Rui Pinto de Abreu,Male,15,Under 18,177,64,POR,1976,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Not Registered
572,Rui Pinto de Abreu,Male,19,18-25,177,64,POR,1980,Swimming,Swimming Men's 100 metres Freestyle,Not Registered
572,Rui Pinto de Abreu,Male,19,18-25,177,64,POR,1980,Swimming,Swimming Men's 200 metres Freestyle,Not Registered
572,Rui Pinto de Abreu,Male,19,18-25,177,64,POR,1980,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
573,Franck Abrial,Male,24,18-25,174,68,FRA,1988,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Not Registered
574,rika Abril Surez,Female,34,Over 30,164,52,COL,2012,Athletics,Athletics Women's Marathon,Not Registered
574,rika Abril Surez,Female,38,Over 30,164,52,COL,2016,Athletics,Athletics Women's Marathon,Not Registered
575,Laura Valentina Abril Restrepo,Female,22,18-25,162,50,COL,2012,Cycling,"Cycling Women's Mountainbike, Cross-Country",Not Registered
576,"Alejandro ""lex"" Abrines Redondo",Male,23,18-25,198,93,ESP,2016,Basketball,Basketball Men's Basketball,Bronze
577,Knut Richard brink,Male,23,18-25,NULL,NULL,SWE,1912,Athletics,Athletics Men's Javelin Throw,Not Registered
577,Knut Richard brink,Male,23,18-25,NULL,NULL,SWE,1912,Athletics,"Athletics Men's Javelin Throw, Both Hands",Not Registered
578,Bourhan Abro,Male,21,18-25,180,70,DJI,2016,Swimming,Swimming Men's 50 metres Freestyle,Not Registered
579,Anastasiya Aleksandrovna Abrosimova,Female,26,25-30,164,51,RUS,2016,Triathlon,Triathlon Women's Olympic Distance,Not Registered
580,Svetlana Olegovna Abrosimova,Female,20,18-25,188,77,RUS,2000,Basketball,Basketball Women's Basketball,Not Registered
580,Svetlana Olegovna Abrosimova,Female,28,25-30,188,77,RUS,2008,Basketball,Basketball Women's Basketball,Bronze
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,1952,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,1952,Gymnastics,Gymnastics Women's Team All-Around,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,1952,Gymnastics,Gymnastics Women's Team Portable Apparatus,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,1952,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,1952,Gymnastics,Gymnastics Women's Horse Vault,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,1952,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,1952,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
582,Saypulla Atavovich Absaidov,Male,22,18-25,168,68,URS,1980,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
583,Julien Absalon,Male,23,18-25,180,68,FRA,2004,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
583,Julien Absalon,Male,27,25-30,180,68,FRA,2008,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
583,Julien Absalon,Male,31,Over 30,180,68,FRA,2012,Cycling,"Cycling Men's Mountainbike, Cross-Country",Not Registered
583,Julien Absalon,Male,35,Over 30,180,68,FRA,2016,Cycling,"Cycling Men's Mountainbike, Cross-Country",Not Registered
584,Ayele Abshero Biza,Male,21,18-25,168,62,ETH,2012,Athletics,Athletics Men's Marathon,Not Registered
585,Brian Kenneth Abshire,Male,24,18-25,180,59,USA,1988,Athletics,"Athletics Men's 3,000 metres Steeplechase",Not Registered
587,Gudrun Maria Abt,Female,26,25-30,178,61,FRG,1988,Athletics,Athletics Women's 400 metres Hurdles,Not Registered
587,Gudrun Maria Abt,Female,26,25-30,178,61,FRG,1988,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
589,Najmeh Abtin,Female,25,18-25,160,57,IRI,2008,Archery,Archery Women's Individual,Not Registered
590,Mohamed Abu Abdullah,Male,27,25-30,173,74,BAN,2008,Athletics,Athletics Men's 100 metres,Not Registered
591,Abdul Wahab Abu Al-Hail Labid,Male,27,25-30,180,79,IRQ,2004,Football,Football Men's Football,Not Registered
592,Mohamed Ahmed Abu Ali,Male,19,18-25,NULL,NULL,KSA,1984,Fencing,"Fencing Men's epee, Individual",Not Registered
592,Mohamed Ahmed Abu Ali,Male,19,18-25,NULL,NULL,KSA,1984,Fencing,"Fencing Men's epee, Team",Not Registered
593,Methkal Marouf Abu Drais,Male,28,25-30,168,67,JOR,2012,Athletics,Athletics Men's Marathon,Not Registered
593,Methkal Marouf Abu Drais,Male,32,Over 30,168,67,JOR,2016,Athletics,Athletics Men's Marathon,Not Registered
594,Lailin Abu Hassan,Male,22,18-25,NULL,NULL,MAS,1992,Hockey,Hockey Men's Hockey,Not Registered
594,Lailin Abu Hassan,Male,26,25-30,NULL,NULL,MAS,1996,Hockey,Hockey Men's Hockey,Not Registered
595,Majed Abu Maraheel,Male,33,Over 30,180,76,PLE,1996,Athletics,"Athletics Men's 10,000 metres",Not Registered
596,Maher Abu Rmilah,Male,28,25-30,172,72,PLE,2012,Judo,Judo Men's Lightweight,Not Registered
597,Mohamed Ahmed Abu Sobea,Male,NULL,NULL,NULL,NULL,EGY,1936,Athletics,"Athletics Men's 5,000 metres",Not Registered
598,Omar Abu-Fares,Male,16,Under 18,178,69,JOR,2000,Swimming,Swimming Men's 200 metres Individual Medley,Not Registered
598,Omar Abu-Fares,Male,19,18-25,178,69,JOR,2004,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
599,Bektas Abubakirov,Male,23,18-25,165,54,KAZ,1996,Boxing,Boxing Men's Bantamweight,Not Registered
600,Nagmeldin Ali Abubakr,Male,18,18-25,172,63,SUD,2004,Athletics,Athletics Men's 400 metres,Not Registered
600,Nagmeldin Ali Abubakr,Male,22,18-25,172,63,SUD,2008,Athletics,Athletics Men's 400 metres,Not Registered
601,Sanna Abubkheet,Female,19,18-25,157,52,PLE,2004,Athletics,Athletics Women's 800 metres,Not Registered
602,Abudoureheman,Male,22,18-25,182,75,CHN,2000,Boxing,Boxing Men's Middleweight,Not Registered
603,Juma Abudu,Male,24,18-25,170,59,KEN,1988,Weightlifting,Weightlifting Men's Featherweight,Not Registered
604,"Folashade ""Shade"" Abugan",Female,17,Under 18,150,64,NGR,2008,Athletics,Athletics Women's 400 metres,Not Registered
604,"Folashade ""Shade"" Abugan",Female,17,Under 18,150,64,NGR,2008,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
605,Fernando J. Abugattas Aboino,Male,20,18-25,190,80,PER,1968,Athletics,Athletics Men's High Jump,Not Registered
606,Roberto Abugattas Aboino,Male,21,18-25,182,77,PER,1964,Athletics,Athletics Men's High Jump,Not Registered
606,Roberto Abugattas Aboino,Male,25,18-25,182,77,PER,1968,Athletics,Athletics Men's High Jump,Not Registered
607,Hamza Abughalia,Male,23,18-25,NULL,85,LBA,2004,Weightlifting,Weightlifting Men's Light-Heavyweight,Not Registered
608,Ahmad Abughaush,Male,20,18-25,178,68,JOR,2016,Taekwondo,Taekwondo Men's Featherweight,Gold
609,Fartun Abukar Omar,Female,18,18-25,170,58,SOM,2004,Athletics,Athletics Women's 100 metres,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,1960,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,1960,Gymnastics,Gymnastics Women's Team All-Around,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,1960,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,1960,Gymnastics,Gymnastics Women's Horse Vault,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,1960,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,1960,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,1964,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,1964,Gymnastics,Gymnastics Women's Team All-Around,Bronze
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,1964,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,1964,Gymnastics,Gymnastics Women's Horse Vault,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,1964,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,1964,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
611,Mohammed Abukhousa,Male,23,18-25,170,67,PLE,2016,Athletics,Athletics Men's 100 metres,Not Registered
612,Mohammad Abulibdeh,Male,28,25-30,183,68,JOR,2012,Taekwondo,Taekwondo Men's Featherweight,Not Registered
613,Kariman Abuljadayel,Female,22,18-25,180,70,KSA,2016,Athletics,Athletics Women's 100 metres,Not Registered
614,Jos Manuel Abundis Sandoval,Male,23,18-25,177,72,MEX,1996,Football,Football Men's Football,Not Registered
615,Abdullah Abuqrais,Male,25,18-25,163,65,KUW,1984,Diving,Diving Men's Springboard,Not Registered
615,Abdullah Abuqrais,Male,25,18-25,163,65,KUW,1984,Diving,Diving Men's Platform,Not Registered
616,Shigeru Aburaya,Male,27,25-30,163,51,JPN,2004,Athletics,Athletics Men's Marathon,Not Registered
617,Cristobal Alejandro Aburto Tinoco,Male,28,25-30,161,60,MEX,2004,Judo,Judo Men's Extra-Lightweight,Not Registered
